Wall time,Step,Value
1504547515.4946,1,0
1504547554.84204,2,0
1504547584.19254,3,0
1504547615.72852,4,0
1504547651.17585,5,0
1504547692.15366,6,0
1504547737.61025,7,0
1504547801.9767,8,0
1504547852.45123,9,0
1504547909.53527,10,0
1504547974.35051,11,0
1504548040.48331,12,0
1504548108.26173,13,0
1504548168.28135,14,0
1504548219.52059,15,0
1504548279.7714,16,0
1504548329.2596,17,0
1504548376.636,18,0
