Wall time,Step,Value
1504651859.86974,0,1
1504651863.37072,1,3
1504651866.42364,2,-4
1504651869.09261,3,-5
1504651872.66217,4,-1
1504651875.73128,5,4
1504651877.98351,6,0
1504651880.802,7,-10
1504651883.30334,8,0
1504651886.85693,9,1
1504651888.89236,10,1
1504651890.79384,11,-6
1504651893.09574,12,1
1504651895.03058,13,6
1504651896.41526,14,3
1504651899.50013,15,0
1504651902.153,16,-1
1504651903.67091,17,-2
1504651904.72175,18,4
1504651906.9902,19,-5
1504651908.50818,20,-2
1504651909.09126,21,0
1504651911.89421,22,-2
1504651913.09518,23,3
1504651913.91258,24,2
1504651915.78061,25,-3
1504651916.1976,26,1
1504651919.84989,27,1
1504651923.30277,28,0
1504651926.87299,29,-2
1504651929.59185,30,1
1504651932.61094,31,-2
1504651934.57916,32,-4
1504651937.08126,33,-4
1504651940.3165,34,0
1504651943.83675,35,3
1504651946.97265,36,3
1504651949.65829,37,2
1504651952.57709,38,-4
1504651955.86235,39,0
1504651958.31494,40,2
1504651960.43361,41,-2
1504651962.16753,42,0
1504651964.45339,43,-4
1504651966.62178,44,-3
1504651967.85546,45,0
1504651969.94111,46,-4
1504651971.84264,47,-3
1504651973.37724,48,2
1504651974.73089,49,2
1504651976.59657,50,4
1504651977.98102,51,1
1504651978.9819,52,2
1504651979.59905,53,1
1504651980.91666,54,1
1504651984.06927,55,7
1504651986.67131,56,9
1504651987.98836,57,0
1504651988.9397,58,2
1504651990.27434,59,-4
1504651992.14247,60,1
1504651992.94312,61,4
1504651994.26088,62,-3
1504651995.02818,63,1
1504651996.89626,64,-10
1504651997.86371,65,-2
1504651998.63096,66,-3
1504651999.19807,67,-3
1504651999.38091,68,0
1504652003.23403,69,1
1504652006.88702,70,0
1504652010.29052,71,-2
1504652013.92679,72,-2
1504652017.12937,73,-2
1504652020.19779,74,0
1504652023.2843,75,2
1504652026.10257,76,0
1504652028.73806,77,0
1504652032.09142,78,2
1504652034.97711,79,5
1504652037.66264,80,4
1504652040.16462,81,7
1504652042.21559,82,0
1504652044.51813,83,1
1504652047.18707,84,1
1504652050.55624,85,4
1504652052.8249,86,4
1504652056.19434,87,1
1504652058.96318,88,4
1504652061.19763,89,0
1504652064.25004,90,0
1504652066.55192,91,0
1504652069.40418,92,0
1504652072.07303,93,0
1504652074.19142,94,0
1504652076.37654,95,0
1504652078.22802,96,0
1504652079.77926,97,0
1504652081.76494,98,3
1504652085.11938,99,5
1504652088.4869,100,6
1504652090.055,101,1
1504652092.07258,102,0
1504652094.82555,103,2
1504652096.39341,104,2
1504652098.57781,105,0
1504652099.76279,106,4
1504652101.31397,107,3
1504652102.49761,108,0
1504652105.5507,109,1
1504652108.01875,110,0
1504652109.00287,111,0
1504652112.08937,112,4
1504652114.19104,113,2
1504652115.37541,114,4
1504652116.70963,115,3
1504652119.51207,116,4
1504652121.06335,117,6
1504652123.76483,118,0
1504652126.58448,119,6
1504652128.28577,120,5
1504652129.83714,121,7
1504652130.98797,122,1
1504652131.42099,123,0
1504652134.02372,124,2
1504652135.54092,125,0
1504652138.37741,126,10
1504652140.66241,127,7
1504652143.33141,128,1
1504652146.13361,129,9
1504652148.95256,130,2
1504652151.13759,131,6
1504652153.85655,132,8
1504652156.42514,133,2
1504652158.5429,134,0
1504652160.42779,135,0
1504652162.8638,136,5
1504652165.58196,137,0
1504652167.68433,138,7
1504652169.836,139,2
1504652171.43738,140,6
1504652173.75595,141,8
1504652175.65747,142,2
1504652177.02518,143,7
1504652179.37711,144,3
1504652181.09444,145,0
1504652183.0634,146,1
1504652184.64816,147,6
1504652185.81563,148,1
1504652187.55235,149,1
1504652189.7855,150,11
1504652191.3868,151,7
1504652193.1048,152,3
1504652194.87304,153,4
1504652196.22403,154,5
1504652197.40764,155,0
1504652198.19159,156,0
1504652199.37583,157,0
1504652200.17657,158,0
1504652202.41231,159,1
1504652203.96367,160,6
1504652205.86446,161,0
1504652206.68242,162,3
1504652208.00022,163,1
1504652209.71761,164,0
1504652211.40301,165,2
1504652212.60389,166,6
1504652214.10443,167,0
1504652215.05594,168,3
1504652216.37374,169,4
1504652217.54133,170,1
1504652218.49194,171,1
1504652219.62558,172,0
1504652220.19273,173,0
1504652221.69392,174,0
1504652222.8455,175,4
1504652223.9965,176,4
1504652225.13001,177,0
1504652225.51368,178,0
1504652226.63121,179,0
1504652226.8147,180,0
1504652230.4343,181,0
1504652234.18727,182,0
1504652237.97443,183,11
1504652241.54387,184,1
1504652244.81266,185,0
1504652248.26604,186,11
1504652251.71898,187,5
1504652254.73729,188,0
1504652257.80718,189,5
1504652260.8764,190,6
1504652263.52849,191,2
1504652266.54745,192,2
1504652269.90048,193,1
1504652273.18632,194,4
1504652275.83837,195,4
1504652278.12353,196,4
1504652281.07595,197,2
1504652283.19434,198,8
1504652285.49827,199,2
1504652287.33037,200,0
1504652289.33273,201,1
1504652290.95063,202,3
1504652293.78613,203,1
1504652296.78865,204,6
1504652299.92448,205,8
1504652302.74346,206,10
1504652305.67924,207,1
1504652308.26465,208,1
1504652310.95018,209,4
1504652313.36873,210,3
1504652315.40378,211,1
1504652317.30519,212,3
1504652318.95656,213,4
1504652321.87561,214,2
1504652324.62782,215,3
1504652327.48016,216,8
1504652330.14897,217,1
1504652332.93461,218,3
1504652335.93707,219,4
1504652338.73917,220,1
1504652341.70763,221,0
1504652344.02687,222,4
1504652346.81231,223,8
1504652349.59807,224,5
1504652352.38353,225,4
1504652355.08569,226,5
1504652357.87136,227,2
1504652360.55686,228,10
1504652363.19233,229,3
1504652365.12724,230,3
1504652367.796,231,1
1504652370.98202,232,5
1504652374.05107,233,5
1504652376.75318,234,5
1504652379.63895,235,2
1504652382.35775,236,5
1504652385.36027,237,2
1504652387.6121,238,5
1504652390.48105,239,1
1504652392.06558,240,5
1504652394.01657,241,0
1504652396.51921,242,2
1504652398.82109,243,6
1504652401.85687,244,1
1504652404.14209,245,2
1504652406.26044,246,2
1504652409.09602,247,6
1504652410.64729,248,4
1504652413.36796,249,1
1504652415.36776,250,3
1504652417.98653,251,1
1504652420.80558,252,3
1504652423.62443,253,3
1504652426.1098,254,3
1504652427.87789,255,1
1504652430.69686,256,4
1504652433.11495,257,5
1504652435.88449,258,1
1504652438.55312,259,6
1504652440.57152,260,6
1504652442.95685,261,5
1504652445.34189,262,6
1504652447.44364,263,2
1504652449.36192,264,3
1504652451.16343,265,1
1504652453.78516,266,3
1504652455.91719,267,4
1504652458.20243,268,3
1504652459.82046,269,1
1504652461.42099,270,0
1504652464.04048,271,1
1504652466.15883,272,6
1504652468.26051,273,1
1504652469.8785,274,-2
1504652471.66345,275,-4
1504652472.99772,276,5
1504652474.34872,277,-3
1504652475.38299,278,-2
1504652477.08426,279,-2
1504652479.68633,280,3
1504652482.32194,281,8
1504652483.85577,282,0
1504652486.17507,283,-3
1504652487.34261,284,2
1504652488.69368,285,-3
1504652491.17901,286,-1
1504652493.2641,287,9
1504652495.78275,288,8
1504652498.25145,289,8
1504652500.80351,290,6
1504652503.35555,291,3
1504652505.85761,292,7
1504652508.12593,293,6
1504652510.79495,294,2
1504652512.97983,295,3
1504652515.24844,296,5
1504652517.15003,297,3
1504652518.85071,298,0
1504652521.47202,299,-2
1504652524.18904,300,3
1504652526.75779,301,9
1504652529.24318,302,4
1504652531.4449,303,6
1504652533.36311,304,1
1504652535.83176,305,1
1504652537.56659,306,-2
1504652538.95095,307,2
1504652541.38631,308,2
1504652543.67156,309,6
1504652545.78974,310,6
1504652547.89146,311,1
1504652549.62623,312,2
1504652552.14456,313,2
1504652554.11259,314,0
1504652556.44783,315,0
1504652558.61691,316,-1
1504652561.05211,317,4
1504652563.25399,318,7
1504652565.2382,319,0
1504652566.79007,320,3
1504652568.14128,321,-2
1504652570.02595,322,-4
1504652571.74338,323,0
1504652573.31214,324,3
1504652574.49641,325,-1
1504652576.41467,326,-9
1504652577.76566,327,-1
1504652579.81733,328,-2
1504652581.5187,329,-1
1504652582.68562,330,0
1504652584.02071,331,-1
1504652586.12243,332,1
1504652587.35676,333,2
1504652589.49179,334,-1
1504652591.39332,335,4
1504652592.9613,336,3
1504652595.21307,337,2
1504652596.9979,338,5
1504652599.51657,339,-1
1504652601.80106,340,0
1504652603.60316,341,-2
1504652605.38807,342,3
1504652606.92255,343,4
1504652608.62402,344,-1
1504652611.07592,345,3
1504652613.37772,346,4
1504652615.91255,347,0
1504652618.29836,348,7
1504652620.70208,349,4
1504652623.45193,350,0
1504652625.85458,351,2
1504652627.95632,352,3
1504652630.0579,353,-1
1504652631.4257,354,-1
1504652633.97784,355,-3
1504652636.27957,356,5
1504652638.84832,357,1
1504652640.93333,358,2
1504652643.41865,359,1
1504652645.88734,360,3
1504652648.45616,361,1
1504652650.94147,362,2
1504652653.32673,363,3
1504652655.21095,364,0
1504652657.58017,365,1
1504652659.88201,366,1
