Wall time,Step,Value
1504119119.8615,18,0
1504119120.36209,24,0
1504119121.81354,40,0
1504119121.98014,42,0
1504119122.24704,45,0
1504119123.24798,56,0
1504119124.84921,71,0
1504119125.14052,74,1
1504119127.18426,94,0
1504119128.28522,106,0
1504119130.132,126,-1
1504119132.85546,155,0
1504119133.10562,158,0
1504119133.95661,167,0
1504119135.47427,183,0
1504119135.67138,185,-1
1504119139.59438,229,0
1504119140.06146,234,0
1504119141.44609,249,0
1504119141.9798,255,0
1504119142.47213,260,0
1504119143.08054,267,0
1504119143.59746,273,0
1504119146.71679,308,0
1504119146.90792,310,0
1504119147.60089,318,0
1504119149.56966,339,0
1504119150.3036,347,0
1504119152.18843,367,0
1504119157.3561,421,-1
1504119157.45934,422,0
1504119159.11077,439,0
1504119159.41103,442,0
1504119159.66121,445,0
1504119161.03796,460,0
1504119161.3126,463,0
1504119161.41264,464,0
1504119162.33006,474,0
1504119164.11482,493,0
1504119166.18,514,1
1504119167.78445,531,0
1504119168.23482,536,0
1504119170.7869,563,0
1504119171.73443,573,-1
1504119172.30479,579,0
1504119172.97203,586,0
1504119173.06887,587,-1
1504119176.30096,620,0
1504119176.47474,622,0
1504119177.62578,634,0
1504119178.32275,641,-1
1504119178.40972,642,0
1504119178.57653,644,0
1504119178.86002,647,0
1504119179.0268,649,0
1504119180.17819,661,0
1504119181.11186,671,0
1504119185.11515,714,0
1504119185.89908,722,0
1504119186.65933,730,0
1504119187.54721,739,1
1504119188.73469,752,0
1504119189.11839,756,0
1504119190.00238,765,0
1504119190.36941,769,0
1504119190.56953,771,0
1504119190.78382,773,1
1504119191.43006,780,0
1504119191.88724,785,0
1504119192.08414,787,-1
1504119192.5378,792,0
1504119192.72129,794,0
1504119193.10488,798,0
1504119193.48857,802,0
1504119194.05566,808,0
1504119194.1391,809,0
1504119196.34075,832,0
1504119196.70773,836,0
1504119199.81036,869,0
1504119200.49425,876,0
1504119201.04468,882,0
1504119202.39565,896,0
1504119202.78936,900,0
1504119203.42994,907,0
1504119203.59665,909,0
1504119204.34732,917,0
1504119205.66182,931,1
1504119205.74844,932,0
1504119206.6992,942,0
1504119206.98281,945,0
1504119207.80014,954,0
1504119208.55077,962,0
1504119209.40144,971,0
1504119209.48492,972,0
1504119210.06856,978,0
1504119210.15205,979,0
1504119210.6191,984,0
1504119212.33719,1002,0
1504119212.61731,1005,1
1504119213.48539,1014,1
1504119216.35709,1044,0
1504119217.65321,1057,-1
1504119218.20848,1063,0
1504119218.47542,1066,0
1504119218.65891,1068,0
1504119219.04248,1072,0
1504119219.643,1078,0
1504119220.11017,1083,0
1504119221.07755,1093,0
1504119221.59463,1099,0
1504119222.02831,1104,0
1504119222.94565,1114,0
1504119226.88224,1156,0
1504119227.27421,1160,1
1504119227.36599,1161,0
1504119227.44945,1162,0
1504119229.09184,1180,1
1504119230.36831,1193,0
1504119231.63607,1206,0
1504119234.10475,1232,0
1504119235.22222,1244,0
1504119236.20639,1255,0
1504119236.45666,1258,0
1504119236.7569,1261,0
1504119238.60837,1281,0
1504119239.1588,1287,0
1504119239.80931,1294,0
1504119240.35481,1300,0
1504119241.81099,1316,0
1504119242.07784,1319,0
