Wall time,Step,Value
1504216277.72043,18,0
1504216279.32179,42,0
1504216279.52198,45,0
1504216280.52276,56,0
1504216281.81562,71,1
1504216282.02405,74,0
1504216283.35845,94,0
1504216287.44498,155,0
1504216287.64516,158,0
1504216288.24558,167,0
1504216292.59939,229,0
1504216292.94959,234,0
1504216294.40074,255,0
1504216294.73842,260,0
1504216295.21815,267,0
1504216295.61833,273,0
1504216298.05371,308,0
1504216298.19197,310,0
1504216298.73767,318,0
1504216300.72235,347,0
1504216302.09019,367,0
1504216305.97667,421,0
1504216306.04343,422,0
1504216307.41128,442,0
1504216307.61175,445,0
1504216308.65332,460,0
1504216308.86279,463,0
1504216308.9295,464,0
1504216309.61337,474,0
1504216314.01725,536,0
1504216315.88532,563,0
1504216316.96951,579,0
1504216317.45318,586,0
1504216317.51995,587,0
1504216319.89752,620,0
1504216320.88935,634,0
1504216321.43987,642,0
1504216321.57325,644,0
1504216321.77342,647,0
1504216321.90686,649,0
1504216322.74084,661,0
1504216323.42472,671,0
1504216326.41053,714,0
1504216326.96097,722,0
1504216327.53727,730,0
1504216329.11263,752,0
1504216329.3795,756,0
1504216330.01334,765,0
1504216330.29694,769,0
1504216330.46372,771,0
1504216331.43119,785,0
1504216331.56464,787,0
1504216331.91491,792,0
1504216332.04837,794,0
1504216332.62953,802,-1
1504216333.04916,808,0
1504216333.11594,809,0
1504216335.05084,836,0
1504216340.13828,907,0
1504216340.27165,909,0
1504216342.5902,942,0
1504216342.79038,945,0
1504216344.0558,962,-1
1504216344.69192,971,0
1504216344.75875,972,0
1504216345.15897,978,0
1504216345.22573,979,0
1504216345.57596,984,0
1504216346.84363,1002,0
1504216347.04379,1005,0
1504216347.69433,1014,0
1504216351.29727,1063,0
1504216351.49754,1066,0
1504216351.9145,1072,0
1504216352.3315,1078,0
1504216352.68171,1083,0
1504216353.36561,1093,0
1504216353.78265,1099,0
1504216354.13293,1104,0
1504216357.73579,1156,0
1504216358.08611,1161,0
1504216358.15284,1162,0
1504216359.37925,1180,0
1504216360.27115,1193,0
1504216361.15521,1206,0
1504216363.99089,1244,0
1504216365.29188,1261,0
1504216366.77651,1281,0
1504216367.17683,1287,0
1504216367.66051,1294,0
1504216369.22844,1316,0
1504216369.42863,1319,0
1504216370.20469,1330,0
1504216370.41276,1333,0
1504216370.61287,1336,0
1504216370.67958,1337,0
1504216374.16582,1385,0
1504216374.61619,1391,0
1504216374.68287,1392,0
1504216376.18406,1414,0
1504216377.08476,1426,0
1504216377.81871,1436,0
1504216379.87038,1466,0
1504216380.62096,1477,0
1504216381.18809,1485,0
1504216381.60506,1491,0
1504216383.80686,1523,0
1504216384.10438,1527,1
1504216385.82517,1552,0
1504216386.90937,1568,0
1504216386.97614,1569,0
1504216388.0103,1584,0
1504216388.27716,1588,0
1504216389.44476,1605,0
1504216391.95671,1640,0
1504216392.49722,1648,0
1504216393.865,1668,0
1504216394.83243,1682,0
1504216395.48294,1691,0
1504216395.90005,1697,0
1504216396.05007,1699,0
1504216396.26699,1702,0
1504216396.75064,1709,0
1504216397.40125,1718,0
1504216398.38527,1732,0
1504216398.51876,1734,0
1504216398.71898,1737,0
1504216399.28604,1745,0
1504216399.36683,1746,1
1504216401.37104,1775,0
1504216401.78805,1781,0
1504216403.47275,1805,0
1504216404.94068,1826,0
1504216406.22504,1844,0
1504216406.8422,1853,0
1504216407.79295,1866,0
1504216408.02376,1869,-1
1504216408.59366,1877,0
1504216411.32912,1917,0
1504216412.49676,1934,0
1504216413.1806,1944,0
1504216413.38083,1947,0
1504216414.88198,1967,0
1504216415.99966,1983,0
1504216417.26728,2001,0
1504216417.53411,2005,0
1504216418.08465,2013,0
1504216419.31234,2030,0
1504216419.78592,2036,0
1504216421.58016,2060,0
1504216422.52157,2073,0
1504216422.72165,2076,0
1504216422.7885,2077,0
1504216423.33883,2085,0
1504216423.60569,2089,0
1504216424.08947,2096,0
1504216425.12362,2111,0
1504216427.49215,2145,0
1504216427.79246,2149,0
1504216428.29287,2156,0
1504216429.01005,2165,0
1504216430.64477,2187,0
1504216430.92837,2191,0
1504216431.47887,2199,0
1504216432.02918,2207,0
1504216432.31274,2211,0
1504216433.68053,2231,0
1504216434.01411,2236,0
1504216434.08086,2237,0
1504216434.21427,2239,0
1504216434.43112,2242,0
1504216435.28179,2254,0
1504216435.49863,2257,0
1504216435.84891,2262,0
1504216437.2819,2281,-1
1504216438.50113,2297,0
1504216439.20174,2307,0
1504216440.01898,2319,0
1504216441.80375,2345,0
1504216442.48768,2354,0
1504216444.88959,2389,0
1504216444.96008,2390,0
1504216445.12055,2392,1
1504216448.25904,2436,0
1504216448.89288,2444,0
1504216449.5434,2453,0
1504216449.67676,2455,0
1504216450.0541,2460,0
1504216451.82854,2485,0
1504216451.89526,2486,0
1504216452.61014,2496,-1
1504216452.76014,2498,-1
1504216453.14359,2503,-1
1504216454.13047,2517,0
1504216454.56415,2523,0
1504216455.18124,2532,0
1504216456.19869,2547,0
1504216456.48231,2551,0
1504216456.61571,2553,0
1504216458.31709,2578,0
1504216459.94611,2600,0
1504216460.40212,2606,0
1504216461.66984,2623,0
1504216462.0701,2629,0
1504216463.8549,2655,0
1504216465.42285,2678,0
1504216465.90655,2685,0
1504216466.25012,2690,0
1504216467.19091,2703,0
1504216467.7172,2710,-1
1504216468.84231,2725,0
1504216469.98667,2740,0
1504216470.99408,2754,0
1504216473.37925,2789,0
1504216473.45553,2790,0
1504216473.5294,2791,0
1504216479.26737,2872,0
1504216479.88451,2881,0
1504216480.49514,2890,0
1504216480.90205,2896,0
1504216482.54678,2920,0
1504216486.00453,2967,-1
1504216486.6215,2975,-1
