Wall time,Step,Value
1504898798.45994,18,0
1504898800.60768,42,-1
1504898800.84523,45,0
1504898802.58009,71,0
1504898804.11451,94,0
1504898808.38466,158,0
1504898809.13521,167,0
1504898819.017,229,-1
1504898819.3437,234,0
1504898820.74462,255,0
1504898821.94556,273,0
1504898824.2808,308,0
1504898824.41423,310,0
1504898824.9482,318,0
1504898828.35135,367,0
1504898831.95428,421,0
1504898834.82325,460,0
1504898835.75732,474,0
1504898840.02743,536,0
1504898841.82885,563,0
1504898842.89644,579,0
1504898843.36354,586,0
1504898843.43019,587,0
1504898846.56604,634,0
1504898847.56689,647,0
1504898848.50097,661,0
1504898849.16816,671,0
1504898852.03713,714,0
1504898852.57093,722,0
1504898856.64092,765,0
1504898857.04127,771,0
1504898857.97529,785,0
1504898858.10869,787,0
1504898859.10954,802,0
1504898859.50982,808,0
1504898861.37801,836,0
1504898868.91746,945,0
1504898870.65221,971,0
1504898870.71889,972,0
1504898871.11944,978,0
1504898872.93737,1005,0
1504898873.53779,1014,0
1504898876.94062,1063,0
1504898877.14079,1066,0
1504898878.94224,1093,0
1504898879.67615,1104,0
1504898883.61266,1161,0
1504898884.88037,1180,0
1504898889.16719,1244,0
1504898890.43489,1261,0
1504898894.10452,1316,0
1504898894.30461,1319,0
1504898895.23874,1333,0
1504898895.50562,1337,0
1504898898.84165,1385,0
1504898899.30866,1392,0
1504898900.77655,1414,0
1504898901.57718,1426,0
1504898902.2444,1436,0
1504898904.37948,1466,0
1504898905.11342,1477,0
1504898906.04753,1491,0
1504898908.18254,1523,0
1504898910.11741,1552,0
1504898911.85623,1568,-1
1504898914.92186,1584,-1
1504898915.18828,1588,0
1504898916.60598,1605,0
1504898919.50835,1640,0
1504898922.9111,1691,0
1504898924.11209,1709,0
1504898924.71259,1718,0
1504898925.64665,1732,0
1504898925.78011,1734,0
1504898925.98027,1737,0
1504898930.00021,1781,0
1504898933.82003,1826,0
1504898935.02092,1844,0
1504898935.62139,1853,0
1504898936.48875,1866,0
1504898936.68889,1869,0
1504898937.22265,1877,0
1504898939.89145,1917,0
1504898941.55962,1934,0
1504898942.22678,1944,0
1504898942.42691,1947,0
1504898946.02975,2001,0
1504898948.63186,2036,0
1504898951.63433,2077,0
1504898952.16806,2085,0
1504898952.43499,2089,0
1504898952.90198,2096,0
1504898962.3261,2187,0
1504898963.12698,2199,0
1504898963.92761,2211,0
1504898965.26199,2231,0
1504898965.59563,2236,0
1504898965.66227,2237,0
1504898967.51388,2257,0
1504898967.84744,2262,0
1504898972.58458,2307,0
1504898973.38521,2319,0
1504898975.75382,2354,0
1504898978.77436,2389,-1
1504898978.97287,2390,-1
1504898979.23997,2392,0
1504898982.17569,2436,0
1504898983.71028,2453,0
1504898983.97785,2455,-1
1504898984.31076,2460,0
1504898988.01379,2485,0
1504898988.08047,2486,0
1504898988.74768,2496,0
1504898988.88114,2498,0
1504898989.21467,2503,0
1504898990.68385,2517,-1
1504898992.48401,2532,0
1504898993.48482,2547,0
1504898993.88515,2553,0
1504899004.32698,2685,0
1504899010.24838,2740,0
1504899011.18245,2754,0
1504899013.5176,2789,0
1504899023.35852,2896,-1
1504899032.11607,2967,0
1504899036.8699,3011,0
1504899038.95481,3038,0
1504899039.15504,3041,0
1504899047.59333,3099,-1
1504899054.15386,3161,1
1504899059.35468,3196,0
1504899061.62318,3230,0
1504899062.29035,3240,0
1504899062.55728,3244,0
1504899062.69066,3246,0
1504899062.75741,3247,0
1504899066.76069,3305,0
1504899069.97994,3345,0
1504899073.80209,3376,-1
1504899078.4049,3408,-1
1504899081.76315,3430,-1
1504899085.42656,3449,-1
1504899087.62759,3464,0
1504899088.69502,3480,0
1504899098.73647,3600,0
1504899100.60767,3618,-1
1504899101.00577,3620,-1
1504899107.84161,3656,-1
1504899110.39121,3670,-1
1504899120.42297,3726,-1
1504899121.08728,3730,-1
1504899122.22224,3741,0
1504899126.35884,3793,0
1504899127.77663,3814,0
1504899128.11026,3819,0
1504899128.24371,3821,0
1504899128.91083,3831,0
1504899131.11268,3864,0
1504899136.73388,3928,0
1504899138.60205,3956,0
1504899140.87057,3984,0
1504899143.40592,4022,0
1504899144.13985,4033,0
1504899144.34004,4036,0
1504899149.46081,4093,0
1504899149.79441,4098,0
1504899150.52833,4109,0
1504899156.06625,4182,0
1504899156.8668,4194,0
1504899157.00024,4196,0
1504899157.40053,4202,0
1504899159.06855,4227,0
1504899159.40221,4232,0
1504899159.60232,4235,0
1504899161.60394,4263,0
1504899162.07078,4266,1
1504899164.60635,4304,0
1504899165.47376,4317,0
1504899165.6072,4319,0
1504899171.41192,4400,0
1504899174.56444,4433,0
1504899178.50092,4492,0
1504899179.63517,4509,0
1504899181.03631,4530,0
1504899184.72261,4581,0
1504899187.85851,4628,0
1504899190.39388,4664,0
1504899190.79931,4668,-1
1504899191.32794,4676,0
1504899195.56539,4713,-1
1504899198.68394,4750,0
1504899199.75037,4758,1
1504899201.88651,4788,0
1504899202.68711,4800,0
1504899202.8206,4802,0
1504899205.35594,4840,0
1504899206.29003,4852,0
1504899209.62608,4894,0
1504899214.16309,4962,0
1504899214.76354,4971,0
1504899214.96372,4974,0
1504899220.68501,5050,0
1504899220.81841,5052,0
1504899220.88513,5053,0
1504899224.83843,5106,0
1504899227.23512,5134,-1
1504899231.6272,5200,0
1504899234.22926,5239,0
1504899240.501,5329,0
1504899241.70196,5345,0
1504899243.03646,5359,0
1504899247.10634,5420,0
1504899248.5742,5442,0
1504899253.57825,5515,0
1504899253.71166,5517,0
1504899255.98016,5549,0
1504899258.91591,5587,0
1504899263.78651,5660,0
1504899264.05337,5664,0
1504899265.0542,5679,0
1504899268.19004,5720,0
1504899268.39023,5723,0
1504899271.92644,5776,0
1504899274.06146,5808,0
1504899275.46262,5825,0
1504899275.66277,5828,0
1504899278.3816,5862,0
1504899278.51505,5864,0
1504899279.11553,5871,0
1504899282.08459,5907,0
1504899283.48571,5928,0
1504899285.08703,5952,0
1504899285.42063,5957,0
1504899285.96093,5963,1
1504899287.75586,5990,0
1504899289.12367,6010,0
1504899289.45724,6015,0
1504899290.99504,6030,-1
1504899296.62972,6078,0
1504899299.49865,6121,0
1504899300.16587,6131,0
1504899304.2692,6181,0
1504899305.53692,6200,0
1504899306.40426,6213,0
1504899306.80458,6219,0
1504899307.67192,6232,0
1504899311.47501,6289,0
1504899313.14308,6312,0
1504899313.4766,6317,0
1504899315.0779,6341,0
1504899316.56244,6363,0
1504899317.68003,6376,0
1504899319.41483,6400,0
1504899325.81993,6496,0
1504899326.08681,6500,0
1504899327.42124,6520,0
1504899331.15757,6574,0
1504899331.82479,6584,0
1504899333.09247,6603,0
1504899336.82885,6657,0
1504899337.42931,6666,0
1504899338.22998,6678,0
1504899338.43018,6681,0
1504899339.56443,6696,0
1504899339.76454,6699,0
1504899340.56518,6711,0
1504899342.36663,6738,0
1504899342.63352,6742,0
1504899343.36748,6753,0
1504899349.57249,6846,0
1504899350.10627,6854,0
1504899351.10697,6869,0
1504899355.57733,6934,0
1504899357.71238,6966,0
1504899359.44714,6992,0
1504899361.0484,7014,0
1504899368.65457,7106,0
1504899369.18833,7114,0
1504899371.92388,7155,0
1504899376.14397,7216,0
1504899378.77942,7247,0
1504899382.31559,7300,0
1504899383.04947,7311,0
1504899384.38391,7329,0
1504899385.05117,7339,0
1504899385.25429,7340,-1
1504899387.60325,7359,0
1504899389.13773,7382,0
1504899390.40547,7401,0
1504899393.00763,7440,0
1504899393.35787,7443,0
1504899394.35891,7450,-1
1504899395.2928,7460,0
1504899395.4929,7463,0
1504899396.49372,7478,0
1504899398.69549,7511,0
1504899399.96318,7530,0
1504899405.76788,7609,0
1504899408.10306,7644,0
1504899409.23739,7661,0
1504899410.23818,7676,0
1504899410.97205,7687,0
1504899411.37235,7693,0
1504899414.89192,7728,0
1504899416.0929,7746,0
1504899417.02697,7760,0
1504899419.03144,7780,-1
1504899419.69581,7788,0
1504899420.36303,7798,0
1504899422.69821,7833,0
1504899427.95245,7900,0
1504899430.08754,7932,0
1504899434.15748,7991,0
1504899436.49494,8026,0
1504899437.22664,8037,0
1504899438.02728,8049,0
1504899439.16154,8066,0
1504899446.81766,8180,0
1504899447.08456,8184,0
1504899449.32314,8215,1
1504899450.51979,8221,1
1504899454.67406,8279,0
1504899455.40799,8290,0
1504899458.01009,8327,0
1504899458.46146,8332,0
1504899458.5939,8334,0
1504899459.12762,8340,0
1504899460.6622,8363,0
1504899460.99581,8368,0
1504899461.59636,8377,0
1504899467.8847,8467,0
1504899468.0848,8470,0
1504899469.95308,8498,0
1504899470.62017,8508,0
1504899474.90703,8566,0
1504899476.64174,8592,0
1504899477.24227,8601,0
1504899479.97788,8634,0
1504899480.04464,8635,0
1504899480.64503,8644,0
1504899483.84766,8690,0
1504899484.18119,8695,0
1504899491.78733,8801,0
1504899492.98831,8819,0
1504899493.18853,8822,0
1504899494.87696,8843,1
1504899497.47528,8878,0
1504899498.05907,8885,0
1504899499.19343,8902,0
1504899499.32681,8904,0
1504899499.52697,8907,0
1504899500.92812,8928,0
1504899501.39513,8935,0
1504899503.33004,8958,0
1504899505.01475,8975,0
1504899506.21569,8993,0
1504899506.6244,8999,0
1504899507.28324,9009,0
1504899510.35233,9055,0
1504899510.88611,9063,0
1504899512.83407,9084,1
1504899520.86088,9155,0
1504899527.61627,9226,0
1504899528.08333,9233,0
1504899529.88485,9260,0
1504899533.82139,9307,0
1504899534.42184,9316,0
1504899536.55689,9348,0
1504899537.95792,9369,0
1504899541.78057,9412,-1
1504899541.97788,9415,0
1504899543.31239,9435,0
1504899543.77932,9442,0
1504899545.51409,9468,0
1504899550.86845,9538,0
1504899551.46888,9547,0
1504899551.93595,9554,0
1504899552.80335,9567,0
1504899554.55479,9589,0
1504899557.37367,9627,0
1504899558.97497,9651,0
1504899559.3753,9657,0
1504899561.04327,9680,0
1504899562.64464,9698,0
1504899568.11566,9768,0
1504899571.05142,9812,0
1504899573.06969,9840,0
1504899573.26986,9843,0
1504899575.93869,9883,0
1504899577.6734,9907,0
1504899582.41058,9972,0
1504899588.54881,10050,0
1504899588.8825,10055,0
1504899589.08264,10058,0
1504899590.81735,10084,0
1504899593.23605,10107,0
1504899595.03754,10128,0
1504899596.10493,10144,0
1504899597.70626,10168,0
1504899598.84051,10185,0
1504899604.71192,10256,0
1504899606.07965,10276,0
1504899606.54674,10283,0
1504899615.03693,10396,0
1504899615.23706,10399,0
1504899616.63822,10420,0
1504899616.97175,10425,0
1504899620.72974,10479,-1
1504899621.39205,10489,0
1504899621.65898,10493,0
1504899623.87743,10522,0
1504899626.9481,10554,-1
1504899627.01329,10555,0
1504899631.10748,10598,-1
1504899632.10069,10607,0
1504899633.76879,10624,0
1504899634.35252,10629,0
1504899635.63502,10638,-1
1504899637.1215,10654,0
1504899638.65607,10671,0
1504899641.7251,10711,0
1504899646.59578,10748,0
1504899647.7613,10757,-1
1504899647.96504,10758,-1
1504899651.21617,10780,0
1504899652.35315,10787,-1
1504899655.83652,10815,0
1504899656.65383,10825,0
1504899657.12095,10830,0
1504899657.98821,10841,0
1504899658.72221,10850,0
1504899659.78972,10864,0
1504899663.12584,10902,0
1504899663.32596,10905,0
1504899666.16158,10939,0
1504899666.42854,10943,0
1504899668.38116,10966,0
1504899669.06028,10972,-1
1504899669.46573,10974,-1
1504899675.79151,11014,-1
1504899676.71912,11020,-1
1504899678.6516,11033,-1
1504899678.98863,11038,0
1504899686.08179,11102,-1
1504899688.96334,11121,0
1504899690.21447,11130,0
1504899692.08253,11148,0
1504899693.88391,11175,0
1504899695.43522,11198,0
1504899695.56866,11200,0
1504899695.63536,11201,0
1504899700.23919,11260,0
1504899701.0397,11272,0
1504899751.07114,20,0
1504899754.74077,71,0
1504899758.6106,129,0
1504899761.01254,165,0
1504899762.16335,182,0
1504899763.76466,202,0
1504899765.83314,233,0
1504899766.4335,242,0
1504899767.56773,259,0
1504899768.10157,267,0
1504899768.71653,276,-1
1504899770.90382,307,0
1504899773.6229,346,0
1504899774.45664,358,0
1504899775.34847,370,0
1504899776.12475,381,0
1504899777.09218,395,0
1504899777.22553,397,0
1504899779.82794,433,0
1504899782.47767,469,-1
1504899784.49872,496,0
1504899785.54947,511,0
1504899787.69703,541,-1
1504899789.33587,565,0
1504899790.57018,583,0
1504899794.7736,643,0
1504899795.65759,656,0
1504899795.79109,658,0
1504899797.24222,679,0
1504899797.59252,684,0
1504899798.54327,698,0
1504899799.24386,708,0
1504899799.59415,713,0
1504899800.07091,720,0
1504899801.36226,739,0
1504899802.21292,751,0
1504899808.99932,848,-1
1504899810.18615,863,0
1504899810.93667,874,0
1504899811.2035,878,0
1504899812.30443,894,0
1504899814.55622,927,0
1504899815.18743,936,-1
1504899819.72031,1000,0
1504899819.92725,1003,0
1504899821.01148,1019,0
1504899827.13303,1106,0
1504899827.75021,1115,0
1504899829.93532,1146,0
1504899831.43662,1168,0
1504899832.9478,1190,0
1504899837.45807,1255,0
1504899838.02522,1263,0
1504899841.04428,1306,0
1504899843.07925,1335,0
1504899846.26514,1381,0
1504899848.16672,1409,0
1504899852.33686,1468,0
1504899853.43767,1484,0
1504899855.57269,1515,0
1504899857.59099,1544,0
1504899859.37577,1569,0
1504899859.72604,1574,0
1504899860.61015,1587,0
1504899861.92784,1606,0
1504899864.86355,1649,0
1504899866.24798,1669,0
1504899870.35137,1727,0
1504899871.51889,1744,0
1504899873.37044,1771,0
1504899873.43712,1772,0
1504899873.99831,1780,0
1504899874.85494,1792,0
1504899875.67231,1804,0
1504899876.70648,1819,0
1504899876.99004,1823,0
1504899878.1514,1840,0
1504899880.64296,1876,0
1504899881.74383,1891,0
1504899882.50932,1901,-1
1504899882.72794,1904,0
1504899883.61033,1916,-1
1504899883.69368,1917,-1
1504899884.04295,1921,-1
1504899885.9973,1949,0
1504899887.78205,1975,0
1504899891.15144,2023,0
1504899893.6868,2059,0
1504899897.35652,2112,0
1504899897.6234,2116,0
1504899898.99112,2136,0
1504899902.41058,2185,0
1504899904.3955,2214,0
1504899907.28115,2256,0
1504899910.85067,2307,0
1504899911.88486,2322,0
1504899912.4308,2330,0
1504899912.83561,2336,0
1504899916.48856,2389,0
1504899916.7054,2392,0
1504899917.65616,2405,0
1504899919.52434,2432,0
1504899921.22575,2457,0
1504899921.72617,2464,0
1504899923.26072,2486,0
1504899925.60672,2520,0
1504899928.18145,2555,0
1504899929.74929,2578,0
1504899930.85018,2594,0
1504899934.60328,2647,0
1504899935.97098,2667,0
1504899936.18276,2670,0
1504899936.78833,2679,0
1504899936.86683,2680,0
1504899937.27205,2686,0
1504899938.65358,2706,1
1504899938.78991,2708,0
1504899945.07519,2790,0
1504899950.68282,2871,0
1504899954.80285,2931,0
1504899955.21726,2937,-1
1504899956.94933,2960,-1
1504899959.47332,2997,0
1504899959.54,2998,0
1504899959.97369,3004,0
1504899960.59084,3013,0
1504899961.75525,3030,0
1504899962.57583,3042,0
1504899962.97614,3048,0
1504899964.44198,3068,-1
1504899967.17952,3107,0
1504899970.61563,3157,0
1504899973.85154,3204,0
1504899976.31755,3240,0
1504899977.95492,3264,0
1504899978.15505,3267,0
1504899983.35923,3342,0
1504899983.75958,3348,0
1504899985.942,3378,-1
1504899986.62595,3387,-1
1504899986.92881,3391,0
1504899987.37475,3397,-1
1504899991.4658,3456,0
1504899993.93454,3489,0
1504899994.02932,3490,-1
1504899994.6017,3498,0
1504899994.91869,3502,0
1504899996.10286,3519,0
1504899996.51983,3525,0
1504899998.63827,3556,0
1504900000.50643,3583,0
1504900001.80749,3602,0
1504900004.05932,3635,0
1504900004.12598,3636,0
1504900005.77852,3660,0
1504900011.08159,3737,0
1504900015.46645,3800,0
1504900018.37082,3842,0
1504900018.6377,3846,0
1504900021.67219,3890,0
1504900022.95788,3909,0
1504900025.50994,3946,0
1504900027.59495,3976,0
1504900028.0954,3983,0
1504900031.59822,4034,0
1504900032.78252,4051,0
1504900033.18279,4057,0
1504900038.48715,4132,0
1504900038.92074,4138,0
1504900040.88906,4166,0
1504900042.07333,4183,0
1504900042.20674,4185,0
1504900044.54193,4217,0
1504900046.81051,4248,0
1504900050.84702,4307,0
1504900051.61436,4318,0
1504900061.18829,4450,0
1504900062.90682,4474,0
1504900063.52397,4483,0
1504900063.92429,4489,0
1504900067.20755,4535,1
1504900067.45825,4538,1
1504900068.92567,4557,1
1504900070.32952,4576,0
1504900078.56914,4689,0
1504900079.16998,4697,0
1504900079.6342,4703,-1
1504900084.45492,4766,-1
1504900087.27649,4805,0
1504900088.81114,4826,0
1504900093.03114,4885,0
1504900093.98199,4898,0
1504900094.73259,4908,0
1504900095.0328,4912,0
1504900098.28535,4959,0
1504900103.48955,5031,0
1504900105.07417,5053,0
1504900106.2607,5070,0
