Wall time,Step,Value
1504717737.43287,0,0
1504717741.02974,1,1
1504717744.62248,2,-1
1504717748.07749,3,-2
1504717751.47988,4,0
1504717754.68282,5,-2
1504717757.75227,6,1
1504717760.75467,7,1
1504717763.75747,8,1
1504717766.37675,9,-1
1504717768.32826,10,-2
1504717769.72967,11,-2
1504717772.88162,12,-2
1504717773.89739,13,0
1504717775.00019,14,-1
1504717777.38363,15,0
1504717777.6534,16,-1
1504717779.82125,17,-1
1504717781.55623,18,-1
1504717783.34121,19,-1
1504717784.9258,20,-2
1504717786.09124,21,0
1504717787.39269,22,0
1504717788.15991,23,0
1504717788.91067,24,0
1504717789.47772,25,0
1504717789.67748,26,0
1504717793.36428,27,0
1504717796.65001,28,0
1504717799.68778,29,-1
1504717803.27428,30,-1
1504717806.29319,31,-1
1504717809.21263,32,-1
1504717811.36434,33,-2
1504717813.08291,34,-2
1504717815.03409,35,-1
1504717816.38325,36,0
1504717817.36945,37,-1
1504717818.18726,38,-1
1504717818.62072,39,-1
1504717818.91933,40,0
1504717822.55554,41,-1
1504717825.82725,42,-1
1504717829.41284,43,-1
1504717832.63249,44,1
1504717835.7026,45,-1
1504717838.4055,46,-1
1504717840.43707,47,0
1504717842.03846,48,0
1504717843.18543,49,-1
1504717843.94017,50,0
1504717844.50796,51,0
1504717848.14329,52,-2
1504717851.58164,53,1
1504717855.03406,54,-1
1504717858.25418,55,-1
1504717861.88806,56,0
1504717865.29283,57,1
1504717868.3785,58,1
1504717871.02821,59,0
1504717873.1827,60,-1
1504717874.90092,61,-1
1504717876.08469,62,-2
1504717876.83537,63,-2
1504717878.87101,64,-1
1504717879.1518,65,0
1504717882.85535,66,0
1504717886.14336,67,1
1504717889.7787,68,-2
1504717893.36552,69,1
1504717896.80239,70,2
1504717900.02037,71,2
1504717903.58994,72,1
1504717906.60713,73,0
1504717909.26173,74,-1
1504717911.53012,75,-3
1504717913.26468,76,-3
1504717914.29948,77,-1
1504717915.13298,78,-2
1504717915.70029,79,-1
1504717915.98143,80,0
1504717919.68513,81,0
1504717923.2726,82,1
