Wall time,Step,Value
1504707707.03894,0,0
1504707710.30826,1,0
1504707713.36205,2,-1
1504707715.33171,3,-1
1504707717.13522,4,-2
1504707720.37107,5,-2
1504707723.6238,6,2
1504707726.46021,7,1
1504707728.97983,8,1
1504707730.93064,9,-1
1504707732.49834,10,-2
1504707735.43482,11,-1
1504707738.90413,12,2
1504707742.17344,13,2
1504707743.35823,14,1
1504707744.89098,15,0
1504707746.04093,16,0
1504707746.82771,17,1
1504707747.25929,18,0
1504707748.3956,19,2
1504707749.71352,20,-1
1504707750.11181,21,0
1504707753.94789,22,-1
1504707757.56987,23,-1
1504707760.80617,24,-2
1504707763.88977,25,0
1504707766.77808,26,-1
1504707770.04748,27,-1
1504707773.23286,28,-1
1504707776.46902,29,1
1504707779.53828,30,1
1504707782.69057,31,1
1504707785.14276,32,1
1504707787.64501,33,-1
1504707789.73049,34,1
1504707792.03297,35,-1
1504707793.68389,36,-1
1504707794.8516,37,-1
1504707795.66897,38,-1
1504707797.58772,39,-1
1504707798.21969,40,0
1504707798.83886,41,-1
1504707799.03732,42,0
1504707802.70601,43,-2
1504707805.97532,44,0
1504707809.06311,45,-1
1504707811.91564,46,-1
1504707815.36882,47,-2
1504707818.43751,48,-1
1504707821.28397,49,-1
1504707823.9087,50,2
1504707826.35876,51,0
1504707828.44524,52,1
1504707831.38181,53,-1
1504707833.39949,54,2
1504707836.1505,55,0
1504707837.60341,56,1
1504707838.85421,57,-1
1504707839.72156,58,-1
1504707840.42198,59,-1
1504707840.73685,60,0
1504707844.05598,61,-1
1504707846.94381,62,1
1504707850.46358,63,-1
1504707853.49876,64,1
1504707856.40143,65,-1
1504707858.68681,66,-2
1504707860.60563,67,-1
1504707864.35765,68,-1
1504707867.71051,69,1
1504707870.41272,70,-1
1504707872.91466,71,-1
1504707874.85064,72,-1
1504707876.38537,73,-2
1504707877.38534,74,-1
1504707878.0027,75,-1
1504707878.20052,76,0
1504707881.71993,77,0
1504707884.75554,78,0
1504707888.37734,79,-1
1504707891.27751,80,0
1504707893.99804,81,-1
1504707896.51684,82,-1
1504707898.61873,83,-1
1504707901.07132,84,-1
1504707903.02266,85,-1
1504707904.52384,86,1
1504707905.83965,87,0
1504707906.95935,88,-2
1504707907.79278,89,-2
1504707908.361,90,-2
1504707908.55803,91,0
1504707912.22788,92,0
1504707915.84755,93,0
1504707919.3193,94,1
1504707922.37157,95,2
1504707925.95562,96,0
1504707929.17718,97,1
1504707932.26248,98,2
1504707934.97018,99,0
1504707937.8516,100,1
1504707940.46931,101,-1
1504707943.42175,102,-1
1504707946.0069,103,-1
1504707948.60949,104,2
1504707950.87662,105,0
1504707953.37827,106,0
1504707955.39802,107,2
1504707957.69801,108,0
1504707960.06923,109,-1
1504707962.25342,110,2
1504707963.80465,111,1
1504707965.15459,112,0
1504707966.12384,113,-1
1504707966.72389,114,-2
1504707967.1408,115,-1
1504707967.35563,116,0
1504707970.67518,117,0
1504707974.29459,118,0
1504707977.98314,119,-3
1504707981.56938,120,-2
1504707984.78676,121,0
1504707987.80772,122,-2
1504707990.64329,123,-1
1504707993.71261,124,-1
1504707995.84741,125,-1
1504707998.46629,126,-1
1504708000.9168,127,0
1504708003.60422,128,-1
1504708006.13906,129,-1
1504708009.37512,130,2
1504708011.87509,131,0
1504708014.19521,132,-1
1504708016.39727,133,-1
1504708018.78056,134,0
1504708020.61741,135,1
1504708022.16864,136,-1
1504708022.96852,137,-1
1504708024.50363,138,-1
1504708025.48767,139,-1
1504708026.10506,140,-1
1504708026.37179,141,-1
1504708030.04018,142,-1
1504708033.69279,143,0
1504708036.77898,144,0
1504708039.83301,145,-1
1504708042.31817,146,-2
1504708045.87134,147,-1
1504708048.32299,148,-1
1504708051.13222,149,-1
1504708054.47782,150,-1
1504708057.51382,151,2
1504708060.1496,152,-1
1504708062.81776,153,-1
1504708065.48728,154,-1
1504708067.8891,155,3
1504708070.00533,156,0
1504708072.10935,157,-1
1504708074.76093,158,1
1504708076.67944,159,1
1504708078.76444,160,1
1504708080.28015,161,0
1504708082.01499,162,0
1504708083.60159,163,-1
1504708084.76905,164,-1
