Wall time,Step,Value
1504646876.87542,18,0
1504646877.40678,24,0
1504646878.79686,40,0
1504646878.97146,42,0
1504646879.22074,45,0
1504646880.19224,56,0
1504646881.49562,71,0
1504646881.76066,74,0
1504646884.23776,94,-1
1504646885.44897,106,-1
1504646887.36375,126,0
1504646890.10557,155,1
1504646890.35938,158,0
1504646891.1844,167,0
1504646892.72676,183,-1
1504646892.90606,185,-1
1504646896.87494,229,0
1504646897.32452,234,0
1504646898.73448,249,0
1504646899.32315,255,0
1504646899.81535,260,-1
1504646900.47488,267,0
1504646901.05781,273,0
1504646904.35638,308,0
1504646904.55805,310,1
1504646905.30465,318,1
1504646907.32607,339,0
1504646908.04708,347,0
1504646909.84343,367,0
1504646914.85423,421,-1
1504646914.93527,422,0
1504646916.52365,439,1
1504646916.81567,442,1
1504646917.06763,445,0
1504646918.47795,460,1
1504646918.7667,463,-1
1504646918.85447,464,0
1504646919.85252,474,-1
1504646921.59385,493,0
1504646923.47928,514,0
1504646925.00349,531,0
1504646925.45386,536,0
1504646927.84894,563,0
1504646928.81564,573,0
1504646929.35411,579,0
1504646929.9976,586,0
1504646930.08755,587,0
1504646933.22566,620,0
1504646933.42,622,0
1504646934.54931,634,0
1504646935.25086,641,-1
1504646935.33954,642,0
1504646935.53544,644,0
1504646935.81957,647,0
1504646935.98287,649,0
1504646937.12535,661,-1
1504646938.04154,671,0
1504646941.9318,714,0
1504646942.67906,722,-1
1504646943.39316,730,0
1504646944.2173,739,-1
1504646945.48697,752,1
1504646945.91167,756,1
1504646946.90146,765,1
1504646947.31538,769,1
1504646947.49987,771,-1
1504646947.65729,773,0
1504646948.32525,780,0
1504646948.80383,785,-1
1504646948.98017,787,0
1504646949.45852,792,0
1504646949.66008,794,0
1504646950.03474,798,0
1504646950.39626,802,0
1504646950.9136,808,0
1504646951.00052,809,0
1504646953.06144,832,0
1504646953.40087,836,0
1504646956.44921,869,0
1504646957.12007,876,1
1504646957.66341,882,0
1504646958.98212,896,0
1504646959.37898,900,0
1504646960.02788,907,0
1504646960.21078,909,0
1504646960.9362,917,-1
1504646962.36692,931,-1
1504646962.47191,932,-1
1504646963.44433,942,0
1504646963.71034,945,0
1504646964.61215,954,0
1504646965.33351,962,0
1504646966.12909,971,0
1504646966.21963,972,0
1504646966.75023,978,0
1504646966.83845,979,0
1504646967.29338,984,0
1504646968.90368,1002,0
1504646969.17644,1005,0
1504646969.96921,1014,0
1504646972.78016,1044,0
1504646974.0057,1057,0
1504646974.58363,1063,1
1504646974.84512,1066,0
1504646975.04407,1068,1
1504646975.39077,1072,0
1504646975.94167,1078,0
1504646976.43495,1083,-1
1504646977.31557,1093,0
1504646977.86122,1099,0
1504646978.32116,1104,0
1504646979.36843,1114,-1
1504646983.14836,1156,0
1504646983.51006,1160,0
1504646983.61781,1161,-1
1504646983.70515,1162,0
1504646985.32865,1180,1
1504646986.51036,1193,1
1504646987.71261,1206,1
1504646990.17724,1232,0
1504646991.29952,1244,0
1504646992.41746,1255,0
1504646992.68405,1258,0
1504646992.96183,1261,0
1504646994.74875,1281,0
1504646995.28906,1287,0
1504646995.92756,1294,0
1504646996.51309,1300,1
1504646997.9785,1316,0
1504646998.25147,1319,0
1504646999.32805,1330,0
1504646999.61437,1333,0
1504646999.92622,1336,-1
1504647000.00539,1337,0
1504647004.58366,1385,0
1504647004.84756,1388,0
1504647005.16263,1391,-1
1504647005.2702,1392,-1
1504647007.5299,1414,0
1504647008.58459,1426,0
1504647009.48834,1436,0
1504647009.85039,1440,0
1504647012.0713,1465,0
1504647012.13718,1466,0
1504647013.15982,1477,-1
1504647013.90859,1485,0
1504647014.27698,1489,0
1504647014.482,1491,-1
1504647017.40683,1523,1
1504647017.8016,1527,1
1504647020.13019,1552,0
1504647021.6321,1568,-1
1504647021.74505,1569,-1
1504647023.18928,1584,-1
1504647023.62661,1588,-1
1504647025.1343,1604,0
1504647025.22328,1605,0
1504647027.22871,1627,0
1504647027.70779,1632,1
1504647028.14069,1637,0
1504647028.42478,1640,0
1504647028.88557,1645,0
1504647029.15519,1648,0
1504647030.33854,1660,-1
1504647031.08192,1668,0
1504647031.7377,1675,-1
1504647032.41332,1682,-1
1504647033.26007,1691,0
1504647033.6471,1695,0
1504647033.83704,1697,0
1504647034.03238,1699,-1
1504647034.31163,1702,0
1504647034.97047,1709,0
1504647035.77316,1718,0
1504647036.71448,1728,-1
1504647037.13748,1732,-1
1504647037.34854,1734,-1
1504647037.63331,1737,0
1504647038.07275,1742,0
1504647038.32623,1745,0
1504647038.416,1746,0
1504647040.20431,1766,0
1504647041.02658,1775,0
1504647041.58277,1781,0
1504647042.2589,1788,0
1504647042.34763,1789,0
1504647043.18062,1798,1
1504647043.83886,1805,0
1504647045.8932,1826,1
1504647046.26151,1830,0
1504647047.19938,1840,1
1504647047.59315,1844,1
1504647048.4328,1853,0
1504647049.69342,1866,-1
1504647049.99236,1869,-1
1504647050.60833,1875,-1
1504647050.77248,1877,0
1504647053.90912,1911,0
1504647054.44324,1917,0
1504647055.9536,1934,0
1504647056.805,1944,0
1504647057.07087,1947,0
1504647057.2504,1949,0
1504647058.87157,1967,0
1504647060.22552,1981,-1
1504647060.41908,1983,0
1504647062.12368,2001,0
1504647062.50103,2005,0
1504647063.25812,2013,0
1504647064.86837,2030,-1
1504647065.45782,2036,-1
1504647067.73364,2060,0
1504647069.03627,2073,-1
1504647069.35899,2076,-1
1504647069.46768,2077,-1
1504647069.65965,2079,-1
1504647069.8841,2081,-1
1504647070.31025,2085,-1
1504647070.69375,2089,-1
1504647071.36015,2096,0
1504647072.74547,2111,1
1504647075.95286,2145,-1
1504647076.32877,2149,-1
1504647077.02088,2156,-1
1504647077.89087,2165,0
1504647079.04966,2177,0
1504647080.07572,2187,-1
1504647080.29344,2189,-1
1504647080.5257,2191,-1
1504647081.04541,2196,-1
1504647081.36693,2199,-1
1504647082.14918,2207,0
1504647082.53433,2211,0
1504647084.40648,2231,0
1504647084.85194,2236,0
1504647084.92597,2237,0
1504647085.15161,2239,-1
1504647085.47126,2242,-1
1504647085.84281,2246,-1
1504647085.95505,2247,-1
1504647086.69817,2254,-1
1504647086.939,2257,0
1504647087.39185,2262,0
1504647089.11356,2281,0
1504647090.07634,2291,0
1504647090.65424,2297,1
1504647091.21846,2303,0
1504647091.57842,2307,0
1504647092.71775,2319,-1
1504647092.83838,2320,-1
1504647095.47904,2345,0
1504647096.34387,2354,-1
1504647099.5953,2389,-1
1504647099.70964,2390,-1
1504647099.93124,2392,-1
1504647104.0462,2436,0
1504647104.76855,2444,0
1504647105.36887,2451,0
1504647105.5454,2453,0
1504647105.71984,2455,0
1504647106.16946,2460,0
1504647108.51629,2485,-1
1504647108.59304,2486,0
1504647109.56648,2496,0
1504647109.74554,2498,0
1504647110.21167,2503,0
1504647111.53666,2517,0
1504647112.09859,2523,0
1504647112.98086,2532,-1
1504647114.39794,2547,0
1504647114.80948,2551,-1
1504647115.01089,2553,-1
1504647117.39384,2578,0
1504647118.4497,2590,0
1504647119.3274,2600,0
1504647119.84937,2606,0
1504647121.45332,2623,0
1504647122.00968,2629,0
1504647122.13034,2630,1
1504647123.50301,2644,1
1504647124.06329,2650,-1
1504647124.52004,2655,0
1504647126.76324,2678,0
1504647127.48122,2685,-1
1504647127.98442,2690,0
1504647129.20584,2703,0
1504647129.88103,2710,-1
1504647131.30971,2725,0
1504647132.46575,2737,1
1504647132.7627,2740,0
1504647134.07599,2754,0
1504647137.45216,2789,1
1504647137.54395,2790,0
1504647137.65521,2791,1
1504647139.39707,2809,-1
1504647140.85527,2824,-1
1504647145.468,2872,0
1504647146.29478,2881,0
1504647147.11268,2890,0
1504647147.62976,2896,0
1504647149.53512,2917,0
1504647149.71553,2919,0
1504647149.82256,2920,0
1504647154.23028,2967,0
1504647155.00051,2975,1
1504647157.17087,2998,0
1504647158.01595,3007,0
1504647158.37218,3011,0
1504647158.75173,3015,-1
1504647159.9026,3027,0
1504647160.16428,3030,0
1504647160.94674,3038,1
1504647161.23753,3041,0
1504647163.56856,3065,-1
1504647163.9675,3069,-1
1504647164.17498,3071,-1
1504647166.73441,3099,0
1504647168.78778,3122,0
1504647170.13579,3137,0
1504647170.84729,3145,0
1504647171.31004,3150,0
1504647171.80221,3155,1
1504647172.3427,3161,0
1504647173.87239,3177,0
1504647175.58218,3195,0
1504647175.67337,3196,0
1504647176.30849,3203,0
1504647176.57645,3206,1
1504647178.87935,3230,-1
1504647179.20677,3233,-1
1504647179.81731,3240,0
1504647180.08556,3243,0
1504647180.17189,3244,0
1504647180.35075,3246,0
1504647180.43812,3247,0
1504647182.69309,3272,0
1504647183.50274,3281,0
1504647185.76232,3305,0
1504647186.53272,3313,0
1504647187.90204,3327,-1
1504647187.97521,3328,0
1504647189.64779,3345,-1
1504647192.40783,3374,-1
1504647192.5844,3376,0
1504647193.59936,3386,-1
1504647195.29537,3403,-1
1504647195.7243,3408,0
1504647197.72401,3430,0
1504647197.99332,3433,0
1504647198.44229,3438,0
1504647199.47523,3449,0
1504647199.67158,3451,-1
1504647200.31946,3458,0
1504647200.87546,3464,0
1504647201.54223,3471,0
1504647202.06849,3477,0
1504647202.35673,3480,0
1504647203.99224,3497,0
1504647205.11636,3509,0
1504647205.43235,3512,1
1504647206.07392,3519,0
1504647207.68405,3535,-1
1504647207.90396,3537,-1
1504647208.62602,3543,-1
1504647208.96339,3547,0
1504647210.38111,3563,0
1504647211.91165,3580,0
1504647213.66332,3600,0
1504647215.32411,3618,0
1504647215.51396,3620,0
1504647215.69254,3622,0
1504647215.98562,3625,0
1504647216.28398,3628,-1
1504647217.89139,3645,1
1504647218.88496,3656,0
1504647220.23456,3670,0
1504647223.0974,3700,0
1504647223.29302,3702,0
1504647225.63748,3726,0
1504647226.00861,3730,0
1504647226.19004,3732,0
1504647226.732,3738,0
